date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:14:57	3352/3352	U-----	200	untouched ('')	image/jpeg	etag:%221913405e-d18-65251f40%22	http://www.kawashima-pack.co.jp/dan-top/attodetl.files/KBC-85_index.jpg	G:/Kyoto/Kawashima/Kawashima/www.kawashima-pack.co.jp/dan-top/attodetl.files/KBC-85_index.jpg	(from http://www.kawashima-pack.co.jp/dan-top/dan-top.html)
09:14:57	8154/8154	U-----	200	untouched ('OK')	text/html	etag:%2219134065-1fda-6543a3c0%22	http://www.kawashima-pack.co.jp/dan-top-at/KBC-85.html	G:/Kyoto/Kawashima/Kawashima/www.kawashima-pack.co.jp/dan-top-at/KBC-85.html	(from http://www.kawashima-pack.co.jp/dan-top/dan-top.html)
09:14:57	4894/4894	U-----	200	untouched ('')	image/jpeg	etag:%2219134061-131e-65346180%22	http://www.kawashima-pack.co.jp/dan-top/attodetl.files/KTE_index.jpg	G:/Kyoto/Kawashima/Kawashima/www.kawashima-pack.co.jp/dan-top/attodetl.files/KTE_index.jpg	(from http://www.kawashima-pack.co.jp/dan-top/dan-top.html)
09:14:57	7214/7214	U-----	200	untouched ('OK')	text/html	etag:%2219134068-1c2e-6552e600%22	http://www.kawashima-pack.co.jp/dan-top-at/KTE.html	G:/Kyoto/Kawashima/Kawashima/www.kawashima-pack.co.jp/dan-top-at/KTE.html	(from http://www.kawashima-pack.co.jp/dan-top/dan-top.html)
09:14:58	43/43	U-----	200	untouched ('')	image/gif	etag:%2219134051-2b-64e81640%22	http://www.kawashima-pack.co.jp/cup-top/attodetl.files/logo.gif	G:/Kyoto/Kawashima/Kawashima/www.kawashima-pack.co.jp/cup-top/attodetl.files/logo.gif	(from http://www.kawashima-pack.co.jp/cup-top/cup-top.html)
09:14:58	1782/1782	U-----	200	untouched ('')	image/gif	etag:%2219134050-6f6-64e81640%22	http://www.kawashima-pack.co.jp/cup-top/attodetl.files/form.gif	G:/Kyoto/Kawashima/Kawashima/www.kawashima-pack.co.jp/cup-top/attodetl.files/form.gif	(from http://www.kawashima-pack.co.jp/cup-top/cup-top.html)
09:14:58	6893/6893	U-----	200	untouched ('OK')	text/html	etag:%2219134054-1aed-64f75880%22	http://www.kawashima-pack.co.jp/cup-top-at/CSA-30.html	G:/Kyoto/Kawashima/Kawashima/www.kawashima-pack.co.jp/cup-top-at/CSA-30.html	(from http://www.kawashima-pack.co.jp/cup-top/cup-top.html)
09:14:58	3687/3687	U-----	200	untouched ('')	image/jpeg	etag:%221913404f-e67-64e81640%22	http://www.kawashima-pack.co.jp/cup-top/attodetl.files/CSA-30_index.jpg	G:/Kyoto/Kawashima/Kawashima/www.kawashima-pack.co.jp/cup-top/attodetl.files/CSA-30_index.jpg	(from http://www.kawashima-pack.co.jp/cup-top/cup-top.html)
09:14:59	43/43	U-----	200	untouched ('')	image/gif	etag:%2219134318-2b-9e5d8f40%22	http://www.kawashima-pack.co.jp/kbf-y-top-at/attodetl.files/logo.gif	G:/Kyoto/Kawashima/Kawashima/www.kawashima-pack.co.jp/kbf-y-top-at/attodetl.files/logo.gif	(from http://www.kawashima-pack.co.jp/kbf-y-top-at/GW-7.html)
09:14:59	1782/1782	U-----	200	untouched ('')	image/gif	etag:%2219134309-6f6-9e0201c0%22	http://www.kawashima-pack.co.jp/kbf-y-top-at/attodetl.files/form.gif	G:/Kyoto/Kawashima/Kawashima/www.kawashima-pack.co.jp/kbf-y-top-at/attodetl.files/form.gif	(from http://www.kawashima-pack.co.jp/kbf-y-top-at/GW-7.html)
09:14:59	40007/40007	U-----	200	untouched ('')	image/jpeg	etag:%221913430e-9c47-9e208640%22	http://www.kawashima-pack.co.jp/kbf-y-top-at/attodetl.files/KBF-7000V.jpg	G:/Kyoto/Kawashima/Kawashima/www.kawashima-pack.co.jp/kbf-y-top-at/attodetl.files/KBF-7000V.jpg	(from http://www.kawashima-pack.co.jp/kbf-y-top-at/KBF-7000V.html)
09:14:59	64147/64147	U-----	200	untouched ('')	image/jpeg	etag:%221913430a-fa93-9e114400%22	http://www.kawashima-pack.co.jp/kbf-y-top-at/attodetl.files/GW-7_02.jpg	G:/Kyoto/Kawashima/Kawashima/www.kawashima-pack.co.jp/kbf-y-top-at/attodetl.files/GW-7_02.jpg	(from http://www.kawashima-pack.co.jp/kbf-y-top-at/GW-7.html)
09:15:00	43/43	U-----	200	untouched ('')	image/gif	etag:%22191342e7-2b-9bdcb0c0%22	http://www.kawashima-pack.co.jp/kbf-top-at/attodetl.files/logo.gif	G:/Kyoto/Kawashima/Kawashima/www.kawashima-pack.co.jp/kbf-top-at/attodetl.files/logo.gif	(from http://www.kawashima-pack.co.jp/kbf-top-at/KBF-6000-Xe.html)
09:15:00	1782/1782	U-----	200	untouched ('')	image/gif	etag:%22191342d9-6f6-9b906580%22	http://www.kawashima-pack.co.jp/kbf-top-at/attodetl.files/form.gif	G:/Kyoto/Kawashima/Kawashima/www.kawashima-pack.co.jp/kbf-top-at/attodetl.files/form.gif	(from http://www.kawashima-pack.co.jp/kbf-top-at/KBF-6000-Xe.html)
09:15:00	41658/41658	U-----	200	untouched ('')	image/jpeg	etag:%22191342e6-a2ba-9bdcb0c0%22	http://www.kawashima-pack.co.jp/kbf-top-at/attodetl.files/KBF6000Xe.jpg	G:/Kyoto/Kawashima/Kawashima/www.kawashima-pack.co.jp/kbf-top-at/attodetl.files/KBF6000Xe.jpg	(from http://www.kawashima-pack.co.jp/kbf-top-at/KBF-6000-Xe.html)
09:15:00	35456/35456	U-----	200	untouched ('')	image/jpeg	etag:%22191342da-8a80-9b9fa7c0%22	http://www.kawashima-pack.co.jp/kbf-top-at/attodetl.files/JapanPackAwards2009.jpg	G:/Kyoto/Kawashima/Kawashima/www.kawashima-pack.co.jp/kbf-top-at/attodetl.files/JapanPackAwards2009.jpg	(from http://www.kawashima-pack.co.jp/kbf-top-at/KBF-6000-Xe.html)
